business_date,split,target_room_revenue,target_occupancy_rate,target_adr,total_physical_rooms,ooo_rooms,available_rooms,room_nights,occupancy_rate,room_revenue,food_revenue,other_revenue,total_revenue,adr,revpar,cancelled_rooms,no_show_rooms,day_use_rooms,deduct_individual_rooms,deduct_group_rooms,day_of_week,month,quarter,week_of_year,is_weekend,retail_rate,is_federal_holiday,days_to_next_holiday,days_from_last_holiday,temp_mean_f,temp_max_f,temp_min_f,precipitation_in,had_precipitation,snowfall_in,had_snow,windspeed_max_mph,weathercode,medallia_sample_size,medallia_overall_satisfaction,medallia_likelihood_to_recommend,medallia_likelihood_to_return,medallia_value_for_price,medallia_hotel_cleanliness,pickup_7d,pickup_14d,pickup_21d,pickup_30d,pickup_60d,total_rooms_on_books,avg_booked_rate,adr_gap_vs_comp_lag_28d,adr_gap_vs_comp_lag_7d,adr_gap_vs_comp_roll_28d,adr_gap_vs_comp_roll_7d,adr_lag_14d,adr_lag_28d,adr_lag_364d,adr_lag_7d,adr_roll_28d,adr_roll_7d,ari_lag_28d,ari_lag_7d,ari_roll_28d,ari_roll_7d,comp_adr_lag_28d,comp_adr_lag_7d,comp_adr_roll_28d,comp_adr_roll_7d,comp_occ_lag_28d,comp_occ_lag_7d,comp_occ_roll_28d,comp_occ_roll_7d,comp_revpar_lag_28d,comp_revpar_lag_7d,comp_revpar_roll_28d,comp_revpar_roll_7d,mpi_lag_28d,mpi_lag_7d,mpi_roll_28d,mpi_roll_7d,occ_lag_14d,occ_lag_28d,occ_lag_364d,occ_lag_7d,occ_roll_28d,occ_roll_7d,rev_lag_14d,rev_lag_28d,rev_lag_364d,rev_lag_7d,rev_roll_28d,rev_roll_7d,rgi_lag_28d,rgi_lag_7d,rgi_roll_28d,rgi_roll_7d,weather_description,comp_occ,comp_adr,comp_revpar,mpi,ari,rgi,adr_gap_vs_comp
2024-02-05,train,12300.91,0.8837,161.85,147,61,86,76,0.8837,12300.91,1372.23,2145.48,15818.62,161.85,143.03,9,0,0,76,0,0,2,1,6,False,540,False,7.0,21.0,33.2,44.1,25.7,0.0,False,0.0,False,14.4,0,0.0,6.8,5.9,5.2,6.1,8.4,25,18,1,1,0,92,157.59,-16.58,-56.24,-43.9575,-48.6114,163.45,168.71,,165.52,185.9629,181.4114,73.52,75.61,84.7296,80.1486,185.29,221.76,229.9204,230.0229,0.6294,0.7175,0.7409,0.7413,116.63,159.11,173.2839,173.1114,76.74,114.72,103.0875,107.1414,1.0,0.4786,,0.5714,0.8319,0.8034,12422.03,9447.65,,7944.86,15205.2375,13880.6514,56.42,86.74,86.1493,85.5029,Clear sky,0.7464,212.41,158.54,110.28,86.22,95.08,-50.56
2024-02-06,train,15055.13,0.9767,179.23,147,61,86,84,0.9767,15055.13,1312.14,2376.95,18744.22,179.23,175.06,4,0,0,84,0,1,2,1,6,False,540,False,6.0,22.0,31.2,41.9,23.3,0.0,False,0.0,False,10.6,0,0.0,6.8,5.9,5.2,6.1,8.4,14,9,7,3,2,102,169.9,-25.24,-50.19,-45.1711,-47.8,155.67,174.3,,162.8,185.7179,180.8871,84.55,75.97,85.1832,81.6643,199.54,212.99,230.8889,228.6871,0.6294,0.816,0.7451,0.7455,125.6,173.8,174.7807,173.03,81.06,82.54,104.2854,106.5071,0.977,0.5641,,0.6629,0.8464,0.848,13232.37,11503.89,,9604.95,15307.1396,14502.9443,68.53,62.7,87.53,86.6943,Clear sky,0.7214,216.58,156.24,109.38,76.29,83.45,-37.35
2024-02-07,train,12787.34,0.8391,175.17,147,60,87,73,0.8391,12787.34,905.35,2537.16,16229.85,175.17,146.98,11,4,0,73,0,2,2,1,6,False,375,False,5.0,23.0,34.5,46.2,25.4,0.0,False,0.0,False,7.4,2,0.0,6.8,5.9,5.2,6.1,8.4,11,7,2,1,1,95,170.72,-71.36,-108.79,-45.6036,-45.9657,166.01,183.52,,155.31,185.8939,183.2343,89.46,85.36,84.8882,81.71,254.88,264.1,231.4975,229.2,0.8108,0.7911,0.7484,0.7319,206.65,208.92,175.875,170.5214,74.67,95.45,105.2968,110.3414,0.9884,0.6701,,0.8427,0.8611,0.8928,14110.79,11928.89,,11648.1,15433.9696,15281.5414,66.8,81.48,88.0629,89.6586,Partly cloudy,0.8371,270.4,226.34,94.27,93.75,88.38,-95.23
2024-02-08,train,17118.77,0.9432,206.25,147,59,88,83,0.9432,17118.77,940.61,1750.53,19809.91,206.25,194.53,31,3,1,52,31,3,2,1,6,False,375,False,4.0,24.0,36.0,49.0,26.1,0.0,False,0.0,False,7.7,3,0.0,6.8,5.9,5.2,6.1,8.4,50,39,36,8,4,140,195.67,-85.05,-115.07,-46.4561,-44.0286,188.45,177.2,,156.98,185.5957,186.0714,91.37,94.17,85.0414,82.9086,262.25,272.05,232.0518,230.1,0.9001,0.9632,0.7493,0.7385,236.06,262.04,176.5782,173.01,83.14,98.88,105.9968,110.1729,0.9655,0.5877,,0.8989,0.8671,0.8923,15829.51,11872.26,,12558.08,15464.6286,15444.29,75.96,93.12,88.8336,90.6443,Overcast,0.8804,277.81,244.59,96.58,100.67,97.23,-71.56
2024-02-09,train,17828.33,0.9425,217.42,147,60,87,82,0.9425,17828.33,1047.62,2855.49,21731.44,217.42,204.92,11,1,0,82,0,4,2,1,6,False,634,False,3.0,25.0,41.6,50.4,34.9,0.0,False,0.0,False,12.3,3,0.0,6.8,5.9,5.2,6.1,8.4,25,18,17,7,5,114,217.27,14.33,26.91,-45.9743,-37.8129,250.21,214.16,,221.07,186.6332,193.11,74.07,74.74,85.3736,83.8371,199.83,194.16,232.6075,230.9229,0.611,0.5506,0.7486,0.7267,122.1,106.9,176.8829,170.5171,106.89,111.19,106.4768,109.8443,0.9886,0.8761,,0.9886,0.8798,0.8986,21768.62,21201.78,,19232.72,15652.0039,16095.8171,79.17,83.12,89.5932,91.2314,Overcast,0.6702,199.11,133.44,129.92,81.5,105.89,18.31
2024-02-10,train,21141.47,1.0,240.24,147,59,88,88,1.0,21141.47,1587.92,2558.03,25287.42,240.24,240.24,12,0,0,88,0,5,2,1,6,True,634,False,2.0,26.0,46.6,59.9,35.4,0.008,True,0.0,False,11.0,51,0.0,6.8,5.9,5.2,6.1,8.4,34,26,12,6,2,124,243.96,23.45,20.84,-45.8321,-39.0414,269.94,242.45,,238.77,186.7496,192.5886,76.47,71.3,85.6389,84.8029,219.0,217.93,232.5818,231.63,0.6505,0.6347,0.7508,0.7438,142.45,138.32,177.2879,174.3086,117.13,127.54,107.2993,112.52,0.9886,1.0,,0.9802,0.8822,0.892,23484.36,28366.48,,23638.28,15531.5236,15895.19,89.57,90.95,90.5475,94.4843,Light drizzle,0.7714,221.82,171.1,99.65,79.82,79.54,18.42
2024-02-11,train,10355.28,0.8395,152.28,147,66,81,68,0.8395,10355.28,1216.92,2012.68,13584.88,152.28,127.84,6,3,0,68,0,6,2,1,6,True,634,False,1.0,27.0,44.3,48.1,38.6,0.0,False,0.0,False,9.2,3,0.0,6.8,5.9,5.2,6.1,8.4,21,10,6,1,0,93,149.13,-59.23,-57.74,-46.0118,-39.3871,164.52,163.93,,169.43,186.6707,192.7986,78.5,83.89,85.7586,86.02,223.16,227.17,232.6825,232.1857,0.6583,0.7162,0.7551,0.7633,146.92,162.69,178.3111,178.9914,119.87,119.67,106.675,108.5357,0.6575,0.9423,,0.6789,0.8822,0.8949,7896.98,16065.47,,12537.57,15273.4875,15538.5029,94.09,100.41,90.1893,92.8543,Overcast,0.7898,220.79,174.37,103.36,83.0,85.79,-68.51
2024-02-12,train,12853.18,0.7364,158.68,147,37,110,81,0.7364,12853.18,1415.23,2900.96,17169.37,158.68,116.85,9,2,0,81,0,0,2,1,7,False,634,True,7.0,28.0,38.8,47.7,29.0,0.0,False,0.0,False,6.8,3,0.0,6.8,5.9,5.2,6.1,8.4,28,15,5,4,3,105,161.15,-37.1,-50.56,-46.3432,-40.9257,165.52,180.17,,161.85,186.2546,190.3486,82.05,86.22,85.9193,85.8929,217.27,212.41,232.5979,231.2743,0.6741,0.7464,0.7598,0.7738,146.47,158.54,179.2914,180.66,119.08,110.28,106.0854,106.2057,0.5714,0.8977,,0.8837,0.8785,0.9178,7944.86,14233.73,,12300.91,15069.5521,15226.7471,97.7,95.08,89.8929,90.7657,Overcast,0.661,221.15,146.17,87.47,85.56,74.85,-62.47
2024-02-13,train,12370.74,0.681,156.59,147,31,116,79,0.681,12370.74,1704.62,2507.51,16582.87,156.59,106.64,17,1,0,79,0,1,2,1,7,False,634,False,6.0,1.0,33.4,37.6,27.1,1.016,True,6.945,True,15.6,75,0.0,6.8,5.9,5.2,6.1,8.4,15,12,4,1,1,108,162.17,-32.58,-37.35,-47.2493,-42.6271,162.8,182.0,,179.23,185.4871,189.8957,78.03,76.29,86.0446,85.7986,214.58,216.58,232.7364,232.5229,0.6741,0.7214,0.7593,0.7616,144.65,156.24,179.2807,178.8929,112.02,109.38,104.9564,102.9471,0.6629,0.7857,,0.9767,0.8728,0.8968,9604.95,14013.78,,15055.13,15020.2468,15305.6429,87.41,83.45,89.0768,87.8757,Heavy snow,0.7398,235.85,174.48,98.39,82.04,80.71,-79.26
2024-02-14,train,18899.58,0.7965,210.0,147,34,113,90,0.7965,18899.58,1560.97,3530.46,23991.01,210.0,167.25,23,2,0,90,0,2,2,1,7,False,634,False,5.0,2.0,28.7,33.9,24.4,0.0,False,0.0,False,17.8,1,0.0,6.8,5.9,5.2,6.1,8.4,47,31,19,10,2,131,204.82,-90.6,-95.23,-48.9164,-48.6143,155.31,168.01,,175.17,184.5796,186.6614,117.12,93.75,86.1879,86.62,258.61,270.4,233.4961,235.2757,0.9014,0.8371,0.7616,0.7642,233.12,226.34,180.3461,181.4986,76.98,94.27,104.4696,101.3771,0.8427,0.7553,,0.8391,0.869,0.8545,11648.1,11928.49,,12787.34,14961.5668,14922.1586,90.15,88.38,88.8375,87.4843,Mainly clear,0.9606,339.21,325.84,94.9,107.83,102.33,-129.21
2024-02-15,train,11941.27,0.6053,173.06,147,33,114,69,0.6053,11941.27,1213.58,2492.17,15647.02,173.06,104.75,17,2,0,65,4,3,2,1,7,False,634,False,4.0,3.0,29.8,36.3,21.4,0.0,False,0.0,False,13.9,3,0.0,6.8,5.9,5.2,6.1,8.4,33,27,22,19,12,105,177.2,-111.36,-71.56,-50.2954,-53.4686,156.98,167.74,,206.25,186.0793,191.6371,128.53,100.67,85.8561,88.6314,279.1,277.81,236.3746,245.1057,0.9763,0.8804,0.7638,0.7819,272.5,244.59,183.6575,195.7129,98.25,96.58,105.1096,101.4671,0.8989,0.6667,,0.9432,0.8705,0.8484,12558.08,12748.37,,17118.77,15210.5343,15795.3357,126.28,97.23,89.2725,89.4771,Overcast,0.9842,356.78,351.16,91.24,108.34,98.85,-183.72
2024-02-16,train,27129.15,0.7797,294.88,147,29,118,92,0.7797,27129.15,2348.12,2344.0,31821.27,294.88,229.91,22,1,0,64,28,4,2,1,7,False,634,False,3.0,4.0,34.4,40.6,28.7,0.0,False,0.0,False,18.9,3,0.0,6.8,5.9,5.2,6.1,8.4,63,62,62,59,39,136,272.86,-24.73,18.31,-52.8796,-69.4914,221.07,196.51,,217.42,186.2693,186.8957,78.84,81.5,85.135,89.7271,221.24,199.11,239.1489,256.3871,0.8594,0.6702,0.764,0.7967,190.13,133.44,186.4668,210.9371,102.91,129.92,104.8593,100.7043,0.9886,0.9565,,0.9425,0.8683,0.8002,19232.72,21616.14,,17828.33,15181.7093,15055.6929,81.12,105.89,88.2929,89.7086,Overcast,0.8318,215.45,179.21,91.6,90.41,82.81,79.43
2024-02-17,train,36997.82,0.9675,310.91,147,24,123,119,0.9675,36997.82,845.34,2663.0,40506.16,310.91,300.8,7,1,0,75,44,5,2,1,7,True,599,False,2.0,5.0,30.3,35.6,23.9,0.224,True,1.571,True,15.9,73,0.0,6.8,5.9,5.2,6.1,8.4,28,27,26,25,22,167,290.54,-7.52,18.42,-49.1596,-60.76,238.77,199.58,,240.24,189.7825,197.9614,76.16,79.82,85.5482,91.0,207.1,221.82,238.9421,258.7214,0.5204,0.7714,0.7631,0.8198,107.77,171.1,186.0768,217.4757,133.34,99.65,104.4554,95.23,0.9802,1.0,,1.0,0.862,0.7769,23638.28,23350.82,,21141.47,15378.6025,16384.3814,101.55,79.54,88.3532,86.4114,Snow,0.5572,200.29,111.6,108.65,76.99,83.66,110.62
2024-02-18,train,25218.74,0.991,229.26,147,36,111,110,0.991,25218.74,1274.32,2059.42,28552.48,229.26,227.2,6,1,0,50,60,6,2,1,7,True,599,False,1.0,6.0,28.7,40.5,20.6,0.0,False,0.0,False,18.4,0,1.0,10.0,10.0,10.0,3.0,5.0,50,43,43,42,37,142,213.22,-74.51,-68.51,-44.9404,-47.5886,169.43,160.55,,152.28,193.7586,208.0571,106.92,83.0,85.5779,90.5957,235.06,220.79,238.6989,255.6457,0.703,0.7898,0.7644,0.7892,165.25,174.37,186.2136,208.9757,90.0,103.36,103.5736,96.5157,0.6789,0.9231,,0.8395,0.8608,0.7723,12537.57,11559.68,,10355.28,15865.9954,18649.5743,96.22,85.79,87.7143,87.0,Clear sky,0.7109,213.63,151.87,104.3,85.43,89.11,15.63
2024-02-19,train,17852.51,0.9091,198.36,147,48,99,90,0.9091,17852.51,741.06,1923.74,20517.31,198.36,180.33,2,2,0,40,50,0,2,1,8,False,599,True,39.0,7.0,31.2,39.0,23.6,0.0,False,0.0,False,12.6,0,1.0,10.0,10.0,10.0,3.0,5.0,14,12,5,3,1,106,180.26,-64.66,-62.47,-41.7211,-35.5686,161.85,163.45,,158.68,196.2125,219.0543,74.68,85.56,84.8104,90.9429,228.11,221.15,237.9336,254.6229,0.7595,0.661,0.7646,0.7779,173.25,146.17,185.7357,205.7614,100.32,87.47,104.0843,96.65,0.8837,1.0,,0.7364,0.8633,0.7939,12300.91,12422.03,,12853.18,16353.8189,20772.9257,74.92,74.85,87.4604,87.4743,Clear sky,0.7871,215.38,169.53,119.27,84.92,101.29,-17.02
2024-02-20,train,18261.38,0.8952,194.27,147,42,105,94,0.8952,18261.38,1497.89,1683.92,21443.19,194.27,173.92,3,0,1,45,49,1,2,1,8,False,599,False,38.0,1.0,27.3,35.8,20.1,0.0,False,0.0,False,7.9,1,1.0,10.0,10.0,10.0,3.0,5.0,8,6,4,4,4,110,188.06,-79.99,-79.26,-40.0196,-29.0757,179.23,155.67,,156.59,197.4593,224.7229,70.67,82.04,85.1761,90.8514,235.66,235.85,237.4789,253.7986,0.8436,0.7398,0.7656,0.7959,198.81,174.48,185.6029,209.0986,94.35,98.39,104.7611,101.1929,0.9767,0.977,,0.681,0.86,0.8186,15055.13,13232.37,,12370.74,16547.7646,21487.1157,66.68,80.71,88.4021,91.2514,Mainly clear,0.9001,218.5,196.68,105.05,87.51,91.93,-24.23
2024-02-21,train,17606.54,0.9038,187.3,147,43,104,94,0.9038,17606.54,1712.1,2146.95,21465.59,187.3,169.29,1,0,0,46,48,2,2,1,8,False,434,False,37.0,2.0,30.5,40.2,21.9,0.0,False,0.0,False,9.4,3,1.0,10.0,10.0,10.0,3.0,5.0,6,5,5,4,3,106,178.61,-104.15,-129.21,-38.0282,-21.2143,175.17,166.01,,210.0,198.8379,230.1057,106.79,107.83,85.7775,91.6329,270.16,339.21,236.8661,251.32,0.9054,0.9606,0.7677,0.8188,244.6,325.84,185.5268,212.27,84.9,94.9,105.1432,102.1443,0.8391,0.9884,,0.7965,0.8571,0.8492,12787.34,14110.79,,18899.58,16727.3721,22328.6357,90.67,102.33,89.3039,92.8543,Overcast,0.9711,288.4,280.07,86.86,92.44,80.3,-101.1
2024-02-22,train,19621.38,0.9346,196.21,147,40,107,100,0.9346,19621.38,1412.91,2248.98,23283.27,196.21,183.38,3,0,0,54,46,3,2,1,8,False,434,False,36.0,3.0,33.9,42.3,22.6,0.012,True,0.0,False,13.6,51,1.0,10.0,10.0,10.0,3.0,5.0,13,13,11,11,3,112,188.5,-83.79,-183.72,-37.9193,-17.1986,206.25,188.45,,173.06,199.5982,226.8629,104.32,108.34,85.265,89.4343,272.24,356.78,237.5175,244.0614,0.9448,0.9842,0.77,0.8203,257.21,351.16,186.7936,205.7314,97.21,91.24,105.2132,100.9957,0.9432,0.9655,,0.6053,0.8541,0.8645,17118.77,15829.51,,11941.27,16852.2204,22143.9157,101.4,98.85,88.9336,89.7071,Light drizzle,0.9422,287.62,270.99,81.59,95.01,77.52,-91.41
2024-02-23,train,21057.01,0.8037,244.85,147,40,107,86,0.8037,21057.01,1463.09,2113.4300000000003,24633.53,244.85,196.79,6,0,0,57,29,4,2,1,8,False,434,False,35.0,4.0,41.2,46.9,36.9,0.13,True,0.0,False,8.6,53,1.0,10.0,10.0,10.0,3.0,5.0,16,13,11,9,2,103,236.58,40.67,79.43,-38.1914,-4.0114,217.42,250.21,,294.88,199.8754,230.17,70.47,90.41,84.9325,87.53,209.54,215.45,238.0668,234.1814,0.5572,0.8318,0.7699,0.8143,116.75,179.21,187.2857,194.2786,120.87,91.6,104.6554,99.6171,0.9425,0.9886,,0.7797,0.853,0.9116,17828.33,21768.62,,27129.15,16987.6443,23241.0743,85.17,82.81,88.0807,86.66,Drizzle,0.6413,198.23,127.12,99.72,89.95,89.69,46.62
2024-02-24,train,28753.55,0.973,266.24,147,36,111,108,0.973,28753.55,1635.56,3004.49,33393.6,266.24,259.04,10,0,0,101,7,5,2,1,8,True,434,False,34.0,5.0,36.2,42.8,26.3,0.0,False,0.0,False,12.8,3,1.0,10.0,10.0,10.0,3.0,5.0,32,27,24,19,7,134,268.13,52.65,110.62,-37.9789,-8.6986,240.24,269.94,,310.91,199.6839,223.0229,72.2,76.99,85.6282,87.4643,217.29,200.29,237.6629,231.7214,0.636,0.5572,0.7729,0.7871,138.2,111.6,187.6561,186.8371,118.73,108.65,103.9,100.7771,1.0,0.9886,,0.9675,0.8464,0.915,21141.47,23484.36,,36997.82,16962.2296,22373.6257,85.72,83.66,88.2421,87.6429,Overcast,0.682,212.01,144.59,142.64,96.85,138.16,54.23
2024-02-25,train,14639.51,0.7679,170.23,147,35,112,86,0.7679,14639.51,944.49,2611.5,18195.5,170.23,130.71,8,1,0,74,12,6,2,1,8,True,434,False,33.0,6.0,27.8,36.7,19.7,0.0,False,0.0,False,10.4,3,42.0,8.0,7.5,6.8,7.2,8.6,25,17,11,6,0,115,176.93,-53.18,15.63,-37.9225,-16.7543,152.28,164.52,,229.26,199.5518,216.6414,76.67,85.43,86.5086,90.3014,217.7,213.63,237.4743,233.3957,0.7122,0.7109,0.7746,0.805,155.05,151.87,187.8843,191.55,128.0,104.3,104.7539,105.6329,0.8395,0.6575,,0.991,0.8458,0.9158,10355.28,7896.98,,25218.74,17150.415,21195.8729,98.13,89.11,90.115,95.4286,Overcast,0.8344,214.86,179.29,116.59,109.3,127.42,-44.63
2024-02-26,train,13361.03,0.9268,175.8,147,65,82,76,0.9268,13361.03,988.97,1500.14,15850.14,175.8,162.94,3,1,0,51,25,0,2,1,9,False,434,False,32.0,7.0,37.8,49.9,28.8,0.035,True,0.138,True,9.2,73,42.0,8.0,7.5,6.8,7.2,8.6,34,27,24,20,1,96,162.61,-56.24,-17.02,-37.6171,-25.3629,158.68,165.52,,198.36,199.7557,208.2086,75.61,84.92,87.6739,93.7114,221.76,215.38,237.3729,233.5714,0.7175,0.7871,0.7789,0.8226,159.11,169.53,188.75,195.4671,114.72,119.27,104.3464,107.3886,0.7364,0.5714,,0.9091,0.8498,0.8839,12853.18,7944.86,,17852.51,17391.2196,19684.5543,86.74,101.29,91.1611,100.9014,Snow,0.8739,222.91,194.79,111.32,107.21,119.35,-47.11
2024-02-27,train,16576.99,0.9882,197.35,147,62,85,84,0.9882,16576.99,1010.28,1812.28,19399.55,197.35,195.02,6,0,0,56,28,1,2,1,9,False,410,False,31.0,8.0,45.2,54.3,33.3,0.189,True,0.0,False,18.3,63,42.0,8.0,7.5,6.8,7.2,8.6,26,19,14,4,1,103,191.64,-50.19,-24.23,-37.2911,-29.6614,156.59,162.8,,194.27,200.1229,204.9857,75.97,87.51,88.8025,96.8957,212.99,218.5,237.4139,234.6471,0.816,0.9001,0.7845,0.835,173.8,196.68,190.0243,199.0757,82.54,105.05,104.225,106.2529,0.681,0.6629,,0.8952,0.8624,0.8864,12370.74,9604.95,,18261.38,17584.6543,19042.9143,62.7,91.93,92.3257,103.4814,Rain,0.8463,212.05,179.45,73.96,87.9,65.01,-14.7
2024-02-28,train,17259.7,0.9885,200.69,147,60,87,86,0.9885,17259.7,732.65,1252.48,19244.83,200.69,198.39,7,1,0,48,38,2,2,1,9,False,410,False,30.0,9.0,55.3,61.2,50.5,0.417,True,0.0,False,24.6,63,42.0,8.0,7.5,6.8,7.2,8.6,27,27,23,13,2,106,192.06,-108.79,-101.1,-36.0236,-28.3,210.0,155.31,,187.3,201.3568,205.4257,85.36,92.44,89.2286,96.9514,264.1,288.4,237.3804,233.7257,0.7911,0.9711,0.7856,0.8273,208.92,280.07,190.2261,196.6143,95.45,86.86,103.9186,101.8114,0.7965,0.8427,,0.9038,0.8741,0.8997,18899.58,11648.1,,17606.54,17833.6557,18802.2871,81.48,80.3,92.4082,99.6357,Rain,0.933,279.86,261.1,90.41,93.07,84.15,-79.17
2024-02-29,train,14735.19,0.9412,184.19,147,62,85,80,0.9412,14735.19,830.25,1472.22,17037.66,184.19,173.36,5,2,0,68,12,3,2,1,9,False,387,False,29.0,10.0,33.6,44.1,26.9,0.008,True,0.0,False,22.3,51,42.0,8.0,7.5,6.8,7.2,8.6,22,22,16,12,1,99,185.45,-115.07,-91.41,-34.9657,-25.1671,173.06,156.98,,196.21,202.9775,207.3386,94.17,95.01,89.5039,97.0414,272.05,287.62,237.9432,232.5057,0.9632,0.9422,0.7907,0.8219,262.04,270.99,192.0896,193.9043,98.88,81.59,103.7386,102.3186,0.6053,0.8989,,0.9346,0.8793,0.9118,11941.27,12558.08,,19621.38,18034.07,18752.7386,93.12,77.52,92.5036,100.1857,Light drizzle,0.933,279.86,261.1,90.41,93.07,84.15,-95.67
2024-03-01,train,20510.24,0.9882,244.17,147,62,85,84,0.9882,20510.24,1115.94,3686.71,25312.89,244.17,241.3,7,1,0,82,2,4,3,1,9,False,387,False,28.0,11.0,33.2,41.0,24.5,0.0,False,0.0,False,12.8,3,42.0,8.0,7.5,6.8,7.2,8.6,41,36,35,32,11,104,248.69,26.91,46.62,-34.2729,-25.7757,294.88,221.07,,244.85,203.9493,205.6214,74.74,89.95,89.4646,96.7643,194.16,198.23,238.2221,231.3971,0.5506,0.6413,0.7896,0.8206,106.9,127.12,192.0561,192.4914,111.19,99.72,103.4361,103.5786,0.7797,0.9886,,0.8037,0.8808,0.9128,27129.15,19232.72,,21057.01,18111.8239,18054.7114,83.12,89.69,92.1832,101.1329,Overcast,0.9777,330.5,323.12,84.88,106.68,90.56,-86.33
2024-03-02,train,22618.96,0.977,266.11,147,60,87,85,0.977,22618.96,1074.12,2752.5,26445.58,266.11,259.99,4,1,1,85,0,5,3,1,9,True,269,False,27.0,12.0,44.5,50.8,36.1,1.063,True,0.0,False,18.0,63,42.0,8.0,7.5,6.8,7.2,8.6,20,14,12,8,3,106,262.89,20.84,54.23,-38.3171,-44.7686,310.91,238.77,,266.24,204.7743,205.5243,71.3,96.85,90.6054,99.1543,217.93,212.01,243.0914,250.2929,0.6347,0.682,0.8048,0.8686,138.32,144.59,199.7782,220.4914,127.54,142.64,102.4964,101.4586,0.9675,0.9802,,0.973,0.8808,0.9391,36997.82,23638.28,,28753.55,18157.4496,17976.6014,90.95,138.16,92.4489,101.2571,Rain,0.7766,208.46,161.89,98.98,85.35,84.49,57.65
2024-03-03,train,10014.21,0.6375,196.36,147,67,80,51,0.6375,10014.21,732.0699999999999,2195.19,12941.47,196.36,125.18,8,0,1,51,0,6,3,1,9,True,269,False,26.0,13.0,52.4,65.7,43.2,0.0,False,0.0,False,9.7,3,57.0,8.2,8.1,7.8,7.6,8.5,6,4,3,3,0,68,193.85,-57.74,-44.63,-37.0025,-44.28,229.26,169.43,,170.23,205.7507,205.5057,83.89,109.3,91.1071,97.5114,227.17,214.86,242.7532,249.7857,0.7162,0.8344,0.8099,0.8821,162.69,179.29,200.62,222.9629,119.67,116.59,101.4764,95.2214,0.991,0.6789,,0.7679,0.8806,0.9397,25218.74,12537.57,,14639.51,18121.0454,17100.2314,100.41,127.42,92.2182,93.59,Overcast,0.8528,236.35,201.57,105.3,94.27,99.26,-39.99
2024-03-04,train,7964.15,0.4457,194.25,147,55,92,41,0.4457,7964.15,683.62,1181.5,9829.27,194.25,86.57,3,0,0,41,0,0,3,1,10,False,269,False,25.0,14.0,46.7,56.7,39.2,0.0,False,0.0,False,13.5,3,57.0,8.2,8.1,7.8,7.6,8.5,5,3,2,1,0,56,182.3,-50.56,-47.11,-36.3686,-43.6171,198.36,161.85,,175.8,206.7125,209.2386,86.22,107.21,91.4779,95.3643,212.41,222.91,243.0811,252.8557,0.7464,0.8739,0.8148,0.8848,158.54,194.79,202.0086,226.1457,110.28,111.32,100.9632,93.6086,0.9091,0.8837,,0.9268,0.8792,0.9211,17852.51,12300.91,,13361.03,18030.9254,16439.4743,95.08,119.35,92.1771,89.5671,Overcast,0.912,236.71,215.87,103.68,88.48,91.75,-42.46
2024-03-05,train,14008.42,0.7363,209.08,147,56,91,67,0.7363,14008.42,1064.57,2191.11,17264.1,209.08,153.94,5,0,0,67,0,1,3,1,10,False,269,False,24.0,15.0,44.3,47.8,40.0,0.732,True,0.0,False,12.8,63,57.0,8.2,8.1,7.8,7.6,8.5,18,14,9,1,0,87,197.92,-37.35,-14.7,-36.0793,-42.9529,194.27,179.23,,197.35,207.8696,211.8743,76.29,87.9,91.5586,92.6886,216.58,212.05,243.9489,254.8271,0.7214,0.8463,0.8207,0.8902,156.24,179.45,204.0561,229.1571,109.38,73.96,100.7275,92.5171,0.8952,0.9767,,0.9882,0.8635,0.8523,18261.38,15055.13,,16576.99,17876.0411,15668.4914,83.45,65.01,92.0582,85.6243,Rain,0.8607,229.56,197.58,67.18,91.25,61.31,-20.48
2024-03-06,train,12929.86,0.7262,211.96,147,63,84,61,0.7262,12929.86,397.1,1959.76,15286.72,211.96,153.93,4,0,0,61,0,2,3,1,10,False,269,False,23.0,16.0,45.1,49.8,38.2,1.331,True,0.0,False,14.6,65,57.0,8.2,8.1,7.8,7.6,8.5,16,11,7,3,0,82,211.41,-95.23,-79.17,-35.4768,-43.7786,187.3,175.17,,200.69,208.9357,213.55,93.75,93.07,92.0929,93.1671,270.4,279.86,244.4125,257.3286,0.8371,0.933,0.8257,0.8923,226.34,261.1,205.5325,231.7471,94.27,90.41,99.2204,91.5486,0.9038,0.8391,,0.9885,0.8549,0.8163,17606.54,12787.34,,17259.7,17838.6586,15301.5529,88.38,84.15,91.2675,85.0957,Heavy rain,0.8344,236.27,197.15,70.11,87.1,61.07,-24.31
2024-03-07,train,15255.55,0.699,211.88,147,44,103,72,0.699,15255.55,1515.4,3234.26,20005.21,211.88,148.11,8,0,0,72,0,3,3,1,10,False,446,False,22.0,17.0,49.5,54.2,42.2,0.146,True,0.0,False,15.7,55,57.0,8.2,8.1,7.8,7.6,8.5,19,14,8,5,0,95,207.14,-71.56,-95.67,-32.9439,-35.9414,196.21,206.25,,184.19,210.2496,215.16,100.67,93.07,91.8554,92.3143,277.81,279.86,243.1936,251.1014,0.8804,0.933,0.8256,0.8782,244.59,261.1,204.49,222.6114,96.58,90.41,98.3575,88.6486,0.9346,0.9432,,0.9412,0.8509,0.7789,19621.38,17118.77,,14735.19,17843.7486,14683.0043,97.23,84.15,90.2921,81.7986,Heavy drizzle,0.8883,273.87,243.28,77.35,86.87,67.19,-61.99
