business_date,split,target_room_revenue,target_occupancy_rate,target_adr,total_physical_rooms,ooo_rooms,available_rooms,room_nights,occupancy_rate,room_revenue,food_revenue,other_revenue,total_revenue,adr,revpar,cancelled_rooms,no_show_rooms,day_use_rooms,deduct_individual_rooms,deduct_group_rooms,day_of_week,month,quarter,week_of_year,is_weekend,retail_rate,is_federal_holiday,days_to_next_holiday,days_from_last_holiday,temp_mean_f,temp_max_f,temp_min_f,precipitation_in,had_precipitation,snowfall_in,had_snow,windspeed_max_mph,weathercode,medallia_sample_size,medallia_overall_satisfaction,medallia_likelihood_to_recommend,medallia_likelihood_to_return,medallia_value_for_price,medallia_hotel_cleanliness,pickup_7d,pickup_14d,pickup_21d,pickup_30d,pickup_60d,total_rooms_on_books,avg_booked_rate,adr_gap_vs_comp_lag_28d,adr_gap_vs_comp_lag_7d,adr_gap_vs_comp_roll_28d,adr_gap_vs_comp_roll_7d,adr_lag_14d,adr_lag_28d,adr_lag_364d,adr_lag_7d,adr_roll_28d,adr_roll_7d,ari_lag_28d,ari_lag_7d,ari_roll_28d,ari_roll_7d,comp_adr_lag_28d,comp_adr_lag_7d,comp_adr_roll_28d,comp_adr_roll_7d,comp_occ_lag_28d,comp_occ_lag_7d,comp_occ_roll_28d,comp_occ_roll_7d,comp_revpar_lag_28d,comp_revpar_lag_7d,comp_revpar_roll_28d,comp_revpar_roll_7d,mpi_lag_28d,mpi_lag_7d,mpi_roll_28d,mpi_roll_7d,occ_lag_14d,occ_lag_28d,occ_lag_364d,occ_lag_7d,occ_roll_28d,occ_roll_7d,rev_lag_14d,rev_lag_28d,rev_lag_364d,rev_lag_7d,rev_roll_28d,rev_roll_7d,rgi_lag_28d,rgi_lag_7d,rgi_roll_28d,rgi_roll_7d,weather_description,comp_occ,comp_adr,comp_revpar,mpi,ari,rgi,adr_gap_vs_comp
2024-04-10,train,27173.65,0.6573,289.08,147,4,143,94,0.6573,27173.65,1515.37,2817.93,31506.95,289.08,190.03,5,1,0,89,5,2,4,2,15,False,379,False,28.0,12.0,53.7,60.3,47.1,0.004,True,0.0,False,10.0,51,8.0,4.6,4.0,3.5,3.9,6.4,25,18,5,2,2,123,260.82,-26.38,-57.51,-7.3518,5.8186,250.3,252.23,,252.7,286.8982,317.6729,87.3,90.99,96.5479,99.7943,278.61,310.21,294.25,311.8543,0.8857,0.8436,0.8571,0.8018,246.76,261.7,255.7989,253.8986,69.12,79.84,86.3579,87.7214,0.8643,0.9922,,0.7133,0.808,0.6531,30285.86,32032.83,,25775.33,32790.2846,29015.3686,60.35,72.64,83.2021,87.6743,Light drizzle,0.8791,292.82,257.42,109.11,99.69,108.77,-3.74
2024-04-11,train,32524.95,0.7692,295.68,147,4,143,110,0.7692,32524.95,2130.15,4604.72,39259.82,295.68,227.45,5,1,0,105,5,3,4,2,15,False,369,False,27.0,13.0,54.2,61.9,49.1,0.453,True,0.0,False,18.7,63,8.0,4.6,4.0,3.5,3.9,6.4,31,26,24,22,17,137,274.56,-62.51,-99.88,-6.5432,13.5,250.93,292.37,,318.31,288.2143,322.87,105.94,99.31,96.9904,101.0371,354.88,418.19,294.7575,309.37,0.9842,0.841,0.8569,0.8068,349.29,351.69,256.1796,253.2871,76.03,77.66,87.7861,91.9029,0.979,0.9549,,0.5461,0.796,0.6451,35130.05,37130.48,,24509.51,32616.7425,29215.1286,80.54,77.12,84.9314,92.8357,Rain,0.9014,418.11,376.9,102.64,97.34,99.9,-122.43
2024-04-12,train,41798.54,0.7676,383.47,147,5,142,109,0.7676,41798.54,1188.45,3228.94,46215.93,383.47,294.36,13,1,0,87,22,4,4,2,15,False,369,False,26.0,14.0,59.3,65.4,54.0,0.65,True,0.0,False,26.4,63,8.0,4.6,4.0,3.5,3.9,6.4,32,29,26,24,21,146,333.47,-6.18,-36.14,-8.6832,10.2786,364.94,359.78,,387.39,288.3325,319.6371,107.25,100.4,96.6832,100.7557,365.96,423.53,297.0157,309.3586,0.9869,0.908,0.8539,0.8155,361.15,384.57,257.1657,256.8886,77.89,79.42,88.7364,95.4714,1.0,0.9225,,0.7214,0.7894,0.677,52186.45,47130.6,,39126.65,32452.2593,30360.1914,83.54,79.73,85.6229,96.09,Rain,0.9028,406.3,366.79,90.42,104.83,94.79,-22.83
2024-04-13,train,50283.41,0.8873,399.07,147,5,142,126,0.8873,50283.41,1048.96,2629.9700000000003,53962.34,399.07,354.11,8,1,0,81,45,5,4,2,15,True,387,False,25.0,15.0,48.9,53.3,45.5,0.071,True,0.0,False,22.5,53,8.0,4.6,4.0,3.5,3.9,6.4,32,23,23,22,21,168,357.89,165.01,181.72,-9.2779,12.18,340.45,383.21,,424.11,289.1786,319.0771,80.8,111.06,96.5968,101.3886,218.2,242.39,298.4564,306.8971,0.7477,0.7122,0.8509,0.8147,163.15,172.63,257.3671,254.3486,79.15,89.79,89.1839,97.0429,0.9161,0.9577,,0.9209,0.7839,0.6836,44598.78,52116.04,,54286.69,32261.8286,30741.89,63.96,99.72,86.0246,98.2414,Drizzle,0.8068,229.0,184.76,96.96,91.21,88.44,170.07
2024-04-14,train,25141.42,0.6224,282.49,147,4,143,89,0.6224,25141.42,1669.41,1975.0,28785.83,282.49,175.81,10,0,0,64,25,6,4,2,15,True,387,False,24.0,16.0,55.3,65.5,42.0,0.071,True,0.0,False,14.8,61,14.0,7.3,6.1,6.1,6.0,7.8,25,13,6,5,4,122,237.09,99.65,15.08,-9.0971,10.5157,224.56,325.73,,276.83,289.745,315.5,110.28,96.87,96.9686,98.5529,226.08,261.75,298.8421,304.9843,0.7766,0.7267,0.853,0.8282,175.58,190.21,258.1389,256.0814,67.45,94.55,89.82,98.0671,0.6154,0.9078,,0.7196,0.7813,0.6788,19761.32,41692.94,,21315.84,32196.3775,30169.9929,74.38,91.59,86.8989,96.63,Slight rain,0.8029,269.97,216.75,93.2,79.57,74.16,12.52
2024-04-15,train,32981.63,0.8511,274.85,147,6,141,120,0.8511,32981.63,1600.66,2401.0,36983.29,274.85,233.91,7,2,0,79,41,0,4,2,16,False,387,False,23.0,17.0,64.3,76.6,50.3,0.0,False,0.0,False,14.7,3,14.0,7.3,6.1,6.1,6.0,7.8,16,8,6,4,1,158,247.82,-7.29,17.03,-12.2089,10.15,196.62,243.38,,283.33,288.2007,316.3086,88.01,95.22,95.8718,96.0814,250.67,266.3,300.4096,306.1586,0.9251,0.7924,0.854,0.8391,231.9,211.01,259.6093,259.8729,88.24,94.43,90.7396,97.8743,0.4825,0.6831,,0.4718,0.7711,0.6649,13566.79,23607.9,,18983.05,31605.2518,30716.5043,77.66,89.93,86.8911,94.14,Overcast,0.9106,290.08,264.16,90.39,83.51,75.49,-15.23
2024-04-16,train,38520.43,0.993,271.27,147,4,143,142,0.993,38520.43,1219.11,2874.2200000000003,42613.76,271.27,269.37,5,1,0,86,56,1,4,2,16,False,449,False,22.0,18.0,56.8,68.8,44.3,0.0,False,0.0,False,11.3,1,14.0,7.3,6.1,6.1,6.0,7.8,12,7,5,3,1,171,246.45,-30.43,20.43,-12.4925,5.5414,241.59,225.33,,281.04,289.3246,315.0971,88.52,104.71,95.7111,94.4086,255.76,260.61,301.8171,309.5557,0.9343,0.7884,0.8534,0.856,238.96,205.48,260.7614,267.4657,94.66,98.36,90.8164,97.2971,0.5455,0.831,,0.4789,0.7771,0.7191,18843.98,26589.37,,19110.51,31940.0279,32716.3014,83.78,102.99,86.8136,92.0771,Mainly clear,0.9133,306.58,279.99,99.81,93.75,93.58,-35.31
2024-04-17,train,41083.02,0.986,291.37,147,4,143,141,0.986,41083.02,1328.73,3078.57,45490.32,291.37,287.29,9,2,0,82,59,2,4,2,16,False,379,False,21.0,19.0,51.2,59.6,45.1,0.106,True,0.0,False,11.6,53,14.0,7.3,6.1,6.1,6.0,7.8,31,23,22,2,0,176,269.12,-66.33,-3.74,-12.6668,-2.4214,252.7,207.55,,289.08,290.9654,313.7014,84.91,99.69,95.8979,92.8429,273.88,292.82,303.6321,316.1229,0.9356,0.8791,0.8527,0.8738,256.25,257.42,262.2268,278.11,99.62,109.11,91.0004,97.5043,0.7133,0.7681,,0.6573,0.7829,0.7926,25775.33,22000.04,,27173.65,32366.1371,35489.1471,84.58,108.77,87.1636,90.7329,Drizzle,0.929,305.49,283.81,96.66,97.08,93.83,-14.12
2024-04-18,train,44369.77,0.9859,316.93,147,5,142,140,0.9859,44369.77,1838.65,3759.79,49968.21,316.93,312.46,14,1,0,88,52,3,4,2,16,False,279,False,20.0,20.0,47.3,48.4,42.6,0.429,True,0.0,False,15.6,63,14.0,7.3,6.1,6.1,6.0,7.8,44,36,29,14,10,182,287.51,-144.79,-122.43,-10.8021,-3.9043,318.31,228.78,,295.68,293.9589,314.0286,104.04,97.34,96.3325,92.47,373.57,418.11,304.7611,317.9329,0.979,0.9014,0.8524,0.881,365.71,376.9,263.2111,281.88,84.08,102.64,90.8946,95.7257,0.5461,0.8647,,0.7692,0.7907,0.8395,24509.51,26309.72,,32524.95,33047.6721,37476.2,87.48,99.9,87.4939,88.5986,Rain,0.9133,427.92,390.81,90.12,95.52,86.09,-110.99
2024-04-19,train,47859.97,0.8601,389.11,147,4,143,123,0.8601,47859.97,2251.85,3810.94,53922.76,389.11,334.69,24,0,0,111,12,4,4,2,16,False,349,False,19.0,21.0,47.4,55.6,39.7,0.0,False,0.0,False,12.4,3,14.0,7.3,6.1,6.1,6.0,7.8,32,20,16,13,9,177,362.93,-54.81,-22.83,-9.595,-2.27,387.39,325.08,,383.47,297.1071,317.0643,107.67,104.83,96.0282,92.21,379.89,406.3,306.7021,319.3343,0.9724,0.9028,0.8501,0.8827,369.41,366.79,264.1075,283.8671,90.25,90.42,91.1104,93.9371,0.7214,0.986,,0.7676,0.795,0.8705,39126.65,45835.89,,41798.54,33692.6739,39168.3171,97.16,94.79,87.4443,86.6257,Overcast,0.9212,426.1,392.5,89.35,99.17,88.62,-36.99
2024-04-20,train,55289.23,0.9155,425.3,147,5,142,130,0.9155,55289.23,1797.4399999999998,4998.21,62084.88,425.3,389.36,14,6,0,130,0,5,4,2,16,True,339,False,18.0,22.0,54.8,67.4,46.8,0.142,True,0.0,False,16.1,61,14.0,7.3,6.1,6.1,6.0,7.8,28,17,15,14,7,191,400.47,175.56,170.07,-8.9586,-4.2929,424.11,388.63,,399.07,299.3939,317.87,88.58,91.21,95.7246,91.4014,213.07,229.0,308.3525,322.1629,0.7608,0.8068,0.8483,0.8853,162.11,184.76,264.9321,287.54,110.87,96.96,91.0782,93.7843,0.9209,1.0,,0.8873,0.7905,0.8837,54286.69,54796.68,,50283.41,33764.9625,40034.2357,98.21,88.44,87.1393,85.7443,Slight rain,0.8226,243.03,199.92,76.09,96.9,73.72,182.27
2024-04-21,train,24776.07,0.6992,288.09,147,24,123,86,0.6992,24776.07,1718.35,6185.75,32680.17,288.09,201.43,10,0,1,86,0,6,4,2,16,True,369,False,17.0,23.0,45.7,53.7,36.5,0.0,False,0.0,False,14.3,3,11.0,8.5,8.3,7.5,7.8,8.8,21,12,7,5,3,126,251.51,-5.0,12.52,-8.7189,-2.55,276.83,247.12,,282.49,300.7036,321.6171,99.0,79.57,96.0218,92.2143,252.12,269.97,309.4225,324.1671,0.7884,0.8029,0.8505,0.8876,198.78,216.75,266.2825,289.7057,86.29,93.2,89.8361,90.8029,0.7196,1.0,,0.6224,0.7875,0.8877,21315.84,35338.07,,25141.42,33782.5536,40749.3529,85.42,74.16,86.2646,83.6414,Overcast,0.7792,253.62,197.63,83.82,90.17,75.57,34.47
2024-04-22,train,25829.66,0.7234,253.23,147,6,141,102,0.7234,25829.66,1345.01,3390.9,30565.57,253.23,183.19,6,0,0,102,0,0,4,2,17,False,369,False,16.0,24.0,47.6,59.6,35.4,0.0,False,0.0,False,10.6,3,11.0,8.5,8.3,7.5,7.8,8.8,26,21,17,9,5,136,227.64,-31.77,-15.23,-7.3093,0.5857,283.33,236.97,,274.85,302.1668,322.4171,99.66,83.51,95.7064,93.7286,268.74,290.08,309.4761,321.8314,0.9014,0.9106,0.8502,0.8842,242.25,264.16,266.2414,286.9743,80.0,90.39,89.7479,89.4629,0.4718,0.9338,,0.8511,0.7768,0.8987,18983.05,30095.82,,32981.63,33405.3393,40697.16,79.72,75.49,85.9129,83.8429,Overcast,0.9396,269.75,253.44,76.75,99.79,76.59,-16.52
2024-04-23,train,22649.52,0.6154,257.38,147,4,143,88,0.6154,22649.52,1364.39,3219.24,27233.15,257.38,158.39,10,2,0,88,0,1,4,2,17,False,299,False,15.0,25.0,48.1,57.5,36.8,0.0,False,0.0,False,17.2,3,11.0,8.5,8.3,7.5,7.8,8.8,7,4,3,2,0,128,232.12,-36.14,-35.31,-6.7646,0.4014,281.04,223.89,,271.27,302.7475,319.3286,95.25,93.75,95.7111,96.0543,260.03,306.58,309.5121,318.9271,0.8568,0.9133,0.8515,0.8883,222.79,279.99,266.6411,285.4429,85.75,99.81,89.6318,87.5143,0.4789,0.8467,,0.993,0.7693,0.8804,19110.51,25970.78,,38520.43,33252.9764,39675.45,81.67,93.58,85.8011,84.0,Overcast,0.9527,281.4,268.09,99.97,94.95,94.92,-24.02
2024-04-24,train,27564.79,0.7413,260.05,147,4,143,106,0.7413,27564.79,1503.67,3136.55,32205.01,260.05,192.76,15,1,0,106,0,2,4,2,17,False,579,False,14.0,26.0,56.0,70.7,47.0,0.043,True,0.0,False,15.6,55,11.0,8.5,8.3,7.5,7.8,8.8,16,8,5,4,1,153,239.9,-26.01,-14.12,-6.3318,2.0143,289.08,250.3,,291.37,303.9436,317.3443,93.92,97.08,95.7004,96.2257,276.31,305.49,310.2754,315.33,0.8607,0.929,0.8549,0.8939,237.82,283.81,268.2589,283.7429,86.15,96.66,90.1396,87.5371,0.6573,0.8643,,0.986,0.761,0.8265,27173.65,30285.86,,41083.02,33134.36,37408.1771,80.91,93.83,86.2743,84.1914,Heavy drizzle,0.9501,301.64,286.57,102.39,90.46,92.63,-41.59
2024-04-25,train,31818.28,0.8112,274.3,147,4,143,116,0.8112,31818.28,1828.79,4235.99,37883.06,274.3,222.51,15,2,0,116,0,3,4,2,17,False,579,False,13.0,27.0,45.4,53.4,37.7,0.0,False,0.0,False,12.2,3,11.0,8.5,8.3,7.5,7.8,8.8,31,17,15,15,5,172,259.56,-124.06,-110.99,-6.8882,-1.91,295.68,250.93,,316.93,304.2918,312.87,101.02,95.52,95.5768,95.28,374.99,427.92,311.18,314.78,0.9422,0.9133,0.8581,0.897,353.31,390.81,270.0,284.1371,81.59,90.12,90.7196,88.3557,0.7692,0.979,,0.9859,0.7566,0.7915,32524.95,35130.05,,44369.77,33037.1789,35477.0014,82.42,86.09,86.6929,84.02,Overcast,0.8962,501.09,449.07,94.12,98.68,92.89,-226.79
2024-04-26,train,46865.87,0.8252,397.17,147,4,143,118,0.8252,46865.87,3090.79,5513.57,55470.23,397.17,327.73,12,2,0,118,0,4,4,2,17,False,559,False,12.0,28.0,46.5,56.9,35.9,0.0,False,0.0,False,11.5,2,11.0,8.5,8.3,7.5,7.8,8.8,24,15,12,10,5,166,365.45,-18.7,-36.99,-10.5571,-18.4529,383.47,364.94,,389.11,305.1264,306.78,99.7,99.17,95.4932,95.7314,383.64,426.1,315.6836,325.2329,0.9501,0.9212,0.8565,0.8945,364.48,392.5,273.42,292.46,86.63,89.35,91.1671,88.9271,0.7676,1.0,,0.8601,0.7506,0.7666,41798.54,52186.45,,47859.97,32918.9014,33683.9314,86.38,88.62,87.0668,84.9914,Partly cloudy,0.9855,559.81,551.72,98.02,101.73,99.71,-162.64
2024-04-27,train,72421.5,0.993,510.01,147,4,143,142,0.993,72421.5,2317.67,5077.74,79816.91,510.01,506.44,16,1,0,142,0,5,4,2,17,True,575,False,11.0,29.0,47.9,57.0,38.3,0.016,True,0.0,False,17.1,51,11.0,8.5,8.3,7.5,7.8,8.8,51,33,28,19,12,195,470.06,133.08,182.27,-15.6979,-36.4029,399.07,340.45,,425.3,306.2775,307.9314,96.37,96.9,95.5657,96.0971,207.37,243.03,321.9754,344.3343,0.7727,0.8226,0.8578,0.9037,160.23,199.92,280.1071,315.2057,112.68,76.09,91.5739,90.1657,0.8873,0.9161,,0.9155,0.7444,0.7616,50283.41,44598.78,,55289.23,32728.8807,33541.9171,108.61,73.72,87.5429,86.5757,Light drizzle,0.8555,273.36,233.85,109.74,101.38,111.26,236.65
2024-04-28,train,28927.99,0.7762,260.61,147,4,143,111,0.7762,28927.99,1960.63,4371.04,35259.66,260.61,202.29,7,0,0,111,0,6,4,2,17,True,575,False,10.0,30.0,58.5,70.2,47.9,0.028,True,0.0,False,10.3,53,14.0,8.3,8.0,7.7,7.2,8.6,18,9,8,6,2,149,237.11,-15.22,34.47,-11.9989,-28.6343,282.49,224.56,,288.09,312.3332,320.0329,78.41,90.17,95.7446,96.7371,239.78,253.62,324.3321,348.6671,0.753,0.7792,0.8607,0.9084,180.55,197.63,282.7364,320.0529,88.54,83.82,91.4689,94.9729,0.6224,0.6154,,0.6992,0.7471,0.7727,25141.42,19761.32,,24776.07,33722.5493,35989.3843,69.42,75.57,87.6375,91.9386,Drizzle,0.883,282.73,249.67,90.91,95.41,86.73,-22.12
2024-04-29,train,29470.36,0.7746,267.91,147,5,142,110,0.7746,29470.36,1883.7,3918.39,35272.45,267.91,207.54,9,1,0,99,11,0,4,2,18,False,575,False,9.0,31.0,67.7,83.3,55.8,0.268,True,0.0,False,9.1,63,14.0,8.3,8.0,7.7,7.2,8.6,34,18,13,5,1,145,240.21,-96.42,-16.52,-12.2454,-36.7186,274.85,196.62,,253.23,313.6207,316.1071,96.6,99.79,96.3518,97.4857,293.04,269.75,325.8661,352.8257,0.7937,0.9396,0.8654,0.9232,232.58,253.44,285.205,327.4871,83.14,76.75,91.5536,95.9857,0.8511,0.4825,,0.7234,0.7529,0.7837,32981.63,13566.79,,25829.66,34049.9304,36582.5157,80.32,76.59,88.2557,93.5329,Rain,0.9501,309.84,294.37,100.24,96.99,97.22,-41.93
2024-04-30,train,29957.38,0.7832,267.48,147,4,143,112,0.7832,29957.38,1583.58,3654.17,35195.13,267.48,209.49,6,1,0,102,10,1,4,2,18,False,449,False,8.0,32.0,59.4,72.3,52.1,0.165,True,0.0,False,8.6,63,14.0,8.3,8.0,7.7,7.2,8.6,20,6,3,3,0,144,237.19,-67.84,-24.02,-10.2993,-40.3486,271.27,241.59,,257.38,316.1668,318.2043,91.55,94.95,96.3657,97.0857,309.43,281.4,326.4661,358.5529,0.8791,0.9527,0.8709,0.9247,272.02,268.09,287.4118,333.3343,75.84,99.97,92.1643,99.3414,0.993,0.5455,,0.6154,0.7633,0.791,38520.43,18843.98,,22649.52,34617.915,37102.6157,69.43,94.92,88.8593,96.48,Rain,0.9645,315.92,304.71,97.34,98.59,95.96,-48.44
2024-05-01,train,43083.03,0.965,312.2,147,4,143,138,0.965,43083.03,1544.22,4441.55,49068.8,312.2,301.28,11,5,0,125,13,2,5,2,18,False,309,False,7.0,33.0,58.8,74.7,50.4,0.043,True,0.0,False,12.3,53,14.0,8.3,8.0,7.7,7.2,8.6,31,16,13,8,1,178,289.34,-57.51,-41.59,-9.6064,-43.8371,291.37,252.7,,260.05,317.0914,319.6471,90.99,90.46,96.6171,97.6057,310.21,301.64,326.6979,363.4843,0.8436,0.9501,0.874,0.9264,261.7,286.57,288.5793,338.5657,79.84,102.39,92.9321,98.9657,0.986,0.7133,,0.7413,0.7718,0.815,41083.02,25775.33,,27564.79,35014.8221,38146.5957,72.64,92.63,89.8068,96.6286,Drizzle,0.9632,360.63,347.36,101.0,97.45,98.42,-48.43
2024-05-02,train,45480.920000000006,0.9718,329.57,147,5,142,138,0.9718,45480.920000000006,1163.6,4257.53,50902.05,329.57,320.29,9,2,0,119,19,3,5,2,18,False,599,False,6.0,34.0,63.0,78.9,49.7,0.0,False,0.0,False,14.2,3,14.0,8.3,8.0,7.7,7.2,8.6,42,26,16,14,8,176,311.95,-99.88,-226.79,-9.2821,-44.8143,316.93,318.31,,274.3,319.2164,327.0971,99.31,98.68,96.8479,98.6043,418.19,501.09,328.4986,371.9114,0.841,0.8962,0.8783,0.9283,351.69,449.07,291.6386,347.25,77.66,94.12,93.6879,98.7671,0.9859,0.5461,,0.8112,0.7808,0.8469,44369.77,24509.51,,31818.28,35632.9543,40363.4871,77.12,92.89,90.7275,97.4557,Overcast,0.912,493.82,450.34,96.23,97.03,93.37,-164.25
2024-05-03,train,62092.0,0.9231,470.39,147,4,143,132,0.9231,62092.0,1725.6799999999998,4485.98,68303.66,470.39,434.21,15,1,0,99,33,4,5,2,18,False,489,False,5.0,35.0,56.4,62.6,50.4,0.0,False,0.0,False,12.1,3,14.0,8.3,8.0,7.7,7.2,8.6,53,45,36,30,25,178,440.58,-36.14,-162.64,-11.5811,-35.88,389.11,387.39,,397.17,319.6186,334.9929,100.4,101.73,96.7664,98.3686,423.53,559.81,331.1996,370.8729,0.908,0.9855,0.8808,0.9305,384.57,551.72,295.1618,347.4314,79.42,98.02,94.3511,99.0686,0.8601,0.7214,,0.8252,0.796,0.8699,47859.97,39126.65,,46865.87,36381.9332,42315.2929,79.73,99.71,91.3079,97.5243,Overcast,0.9514,517.59,492.42,100.11,101.36,101.46,-47.2
2024-05-04,train,74963.77,1.0,524.22,147,4,143,143,1.0,74963.77,3091.82,4342.4,82397.99,524.22,524.22,12,0,0,103,40,5,5,2,18,True,379,False,4.0,36.0,53.1,62.4,46.4,0.0,False,0.0,False,13.5,3,14.0,8.3,8.0,7.7,7.2,8.6,29,26,15,10,9,193,480.06,181.72,236.65,-11.9761,-19.3886,425.3,424.11,,510.01,322.5829,345.4529,111.06,101.38,96.8007,98.3157,242.39,273.36,334.5589,364.8414,0.7122,0.8555,0.8823,0.9257,172.63,233.85,299.0136,338.96,89.79,109.74,95.09,99.3671,0.9155,0.9209,,0.993,0.8032,0.8838,55289.23,54286.69,,72421.5,37202.1243,44490.4543,99.72,111.26,92.0839,97.7743,Overcast,0.8725,285.64,249.23,109.16,91.64,100.03,238.58
2024-05-05,train,28673.4,0.7483,267.98,147,4,143,107,0.7483,28673.4,3667.04,3926.12,36266.56,267.98,200.51,17,0,0,105,2,6,5,2,18,True,389,False,3.0,37.0,51.3,54.0,48.5,0.295,True,0.0,False,14.1,61,13.0,5.5,4.8,3.1,4.4,7.2,26,17,11,4,2,159,256.19,15.08,-22.12,-9.9454,-19.1129,288.09,276.83,,260.61,326.1582,347.4829,96.87,95.41,96.1071,96.9243,261.75,282.73,336.1036,366.5957,0.7267,0.883,0.8881,0.9281,190.21,249.67,301.7493,341.1571,94.55,90.91,95.7818,99.2843,0.6992,0.7196,,0.7762,0.806,0.8848,24776.07,21315.84,,28927.99,37940.5914,44853.6357,91.59,86.73,92.095,96.17,Slight rain,0.7937,300.22,238.28,89.14,92.36,82.33,-32.24
2024-05-06,train,41744.78,0.993,296.06,147,5,142,141,0.993,41744.78,1954.35,3045.44,46744.57,296.06,293.98,6,0,0,121,20,0,5,2,19,False,399,False,2.0,38.0,61.8,71.2,54.1,0.024,True,0.0,False,7.6,51,13.0,5.5,4.8,3.1,4.4,7.2,33,19,10,4,2,180,275.8,17.03,-41.93,-11.6354,-20.5586,253.23,283.33,,267.91,325.8421,348.5357,95.22,96.99,95.9461,96.4886,266.3,309.84,337.4775,369.0943,0.7924,0.9501,0.8905,0.9153,211.01,294.37,303.4661,339.53,94.43,100.24,95.5886,99.0314,0.7234,0.4718,,0.7746,0.807,0.8809,25829.66,18983.05,,29470.36,38203.3614,44817.2657,89.93,97.22,91.7643,95.5414,Light drizzle,0.8817,321.64,283.6,107.25,93.57,100.35,-25.58
2024-05-07,train,44805.99,1.0,315.54,147,5,142,142,1.0,44805.99,2392.76,3332.46,50531.21,315.54,315.54,5,0,0,112,30,1,5,2,19,False,699,False,1.0,39.0,66.0,78.1,54.5,0.0,False,0.0,False,10.6,3,13.0,5.5,4.8,3.1,4.4,7.2,35,18,6,3,1,179,293.81,20.43,-48.44,-13.1571,-18.2229,257.38,281.04,,267.48,326.2968,352.5571,104.71,98.59,95.8871,96.0,260.61,315.92,339.4539,370.78,0.7884,0.9645,0.8937,0.9056,205.48,304.71,306.0586,337.9914,98.36,97.34,96.0464,100.0329,0.6154,0.4789,,0.7832,0.8257,0.9121,22649.52,19110.51,,29957.38,39016.2804,46570.7543,102.99,95.96,92.1364,95.9886,Overcast,0.9803,367.6,360.36,98.54,86.03,84.77,-52.06
2024-05-08,train,44604.68,0.9787,323.22,147,6,141,138,0.9787,44604.68,2305.48,3970.99,50881.15,323.22,316.35,7,1,0,123,15,2,5,2,19,False,259,True,19.0,40.0,72.6,85.8,60.6,0.004,True,0.0,False,16.8,51,13.0,5.5,4.8,3.1,4.4,7.2,35,24,17,11,5,174,297.92,-3.74,-48.43,-15.7461,-18.74,260.05,289.08,,312.2,327.5289,359.4229,99.69,97.45,95.22,94.2057,292.82,360.63,343.275,378.1629,0.8791,0.9632,0.9005,0.9078,257.42,347.36,311.59,345.9414,109.11,101.0,96.0529,100.2043,0.7413,0.6573,,0.965,0.8443,0.943,27564.79,27173.65,,43083.03,39933.9761,48691.9843,108.77,98.42,91.4857,94.39,Light drizzle,0.9803,364.89,357.7,95.77,88.65,84.89,-41.67
2024-05-09,train,48802.97,0.9714,358.85,147,7,140,136,0.9714,48802.97,2677.1800000000003,4338.98,55819.13,358.85,348.59,12,1,0,115,21,3,5,2,19,False,649,False,18.0,1.0,63.3,69.4,57.5,0.0,False,0.0,False,10.5,3,13.0,5.5,4.8,3.1,4.4,7.2,52,43,31,28,25,181,330.2,-122.43,-164.25,-17.1007,-17.7743,274.3,295.68,,329.57,328.7482,360.9971,97.34,97.03,94.8257,92.9486,418.11,493.82,345.8489,378.7714,0.9014,0.912,0.9041,0.9103,376.9,450.34,315.1714,347.4186,102.64,96.23,95.5764,99.4571,0.8112,0.7692,,0.9718,0.8557,0.945,31818.28,32524.95,,45480.92,40556.5129,48909.3629,99.9,93.37,90.6329,92.4571,Overcast,0.9185,337.35,309.87,100.73,107.42,108.19,21.5
2024-05-10,train,62842.3,0.9504,468.97,147,6,141,134,0.9504,62842.3,2028.03,4097.59,68967.92,468.97,445.69,28,0,0,92,42,4,5,2,19,False,339,False,17.0,2.0,51.2,57.7,49.2,0.492,True,0.0,False,12.8,63,13.0,5.5,4.8,3.1,4.4,7.2,42,33,29,27,23,199,432.36,-22.83,-47.2,-11.9604,8.7614,397.17,383.47,,470.39,331.0043,365.18,104.83,101.36,95.1857,94.4329,406.3,517.59,342.9646,356.4186,0.9028,0.9514,0.9047,0.9112,366.79,492.42,312.7775,327.3514,90.42,100.11,95.5082,100.1,0.8252,0.7676,,0.9231,0.863,0.9449,46865.87,41798.54,,62092.0,41137.8707,49383.9414,94.79,101.46,90.9289,94.5743,Rain,0.9409,462.46,435.12,96.89,102.05,98.87,6.51
2024-05-11,train,63772.57,0.9784,468.92,147,8,139,136,0.9784,63772.57,955.68,3253.99,67982.24,468.92,458.8,15,1,2,94,42,5,5,2,19,True,409,False,16.0,3.0,52.2,60.7,44.4,0.0,False,0.0,False,13.8,3,13.0,5.5,4.8,3.1,4.4,7.2,30,19,10,9,5,202,430.11,170.07,238.58,-10.9125,16.4343,510.01,399.07,,524.22,334.0579,364.9771,91.21,91.64,95.0864,94.5314,229.0,285.64,344.9704,348.5429,0.8068,0.8725,0.9061,0.9097,184.76,249.23,315.2179,319.1657,96.96,109.16,95.7393,99.64,0.993,0.8873,,1.0,0.8695,0.9488,72421.5,50283.41,,74963.77,41889.4336,49491.1271,88.44,100.03,91.0746,94.2043,Overcast,0.975,484.93,472.82,94.89,96.71,91.76,-16.01
